date,time,dept_id,dept_abbrev,dept_name,dn_actions,dn_started,dn_netstarted,dn_ended,dn_ongoing,dn_carriedoverstart,dn_duetostartthismonth,dn_duetoendthismonth,dn_duetostartwithin30days,dn_duetoendwithin30days,dn_startedthismonth,dn_endedthismonth,dn_startedinlast30days,dn_endedinlast30days,dp_startedofthoseduetostart,dp_netstartedofthoseduetostart,dp_endedofthoseduetoend,dp_ended,dp_ongoing,dn_earlystart,dn_earlyend,dp_earlystart,dp_earlyend,dn_latestart,dn_lateend,dn_overduestart,dn_overdueend,dp_latestart,dp_lateend,dp_overduestart,dp_overdueend,dp_netoverduestart,dm_daysearlystart,dm_daysearlyend,dm_dayslatestart,dm_dayslateend,dm_daysoverduestart,dm_daysoverdueend,dt_dayslatestart,dt_dayslateend,dt_daysoverduestart,dt_daysoverdueend
2012-07-30,2012-07-30 20:47:17,16,DWP,Department for Work and Pensions,77.0,52.0,3.0,4.0,48.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811,0.75,0.8,0.0519,0.6234,1,1,0.0192,0.25,0,0,1,1,0.0,0.0,0.0189,0.2,0.25,9.0,9.0,NA,NA,30.0,30.0,0,0,30.0,30.0
2012-07-30,2012-07-30 20:47:17,18,MoD,Ministry of Defence,95.0,65.0,2.0,3.0,62.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0316,0.6526,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,0,0,0,0
2012-07-30,2012-07-30 20:47:17,1,CO,Cabinet Office,64.0,44.0,4.0,7.0,37.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9778,0.8,0.875,0.1094,0.5781,1,2,0.0227,0.2857,0,0,1,1,0.0,0.0,0.0222,0.125,0.2,1.0,7.5,NA,NA,30.0,30.0,0,0,30.0,30.0
2012-07-30,2012-07-30 20:47:17,3,DH,Department of Health,88.0,55.0,4.0,2.0,53.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483,0.5714,0.3333,0.0227,0.6023,1,0,0.0182,0.0,0,0,3,4,0.0,0.0,0.0517,0.6667,0.4286,1.0,NA,NA,NA,30.0,30.0,0,0,90.0,120.0
2012-07-30,2012-07-30 20:47:17,2,DCLG,Department for Communities and Local Government,69.0,58.0,2.0,8.0,50.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1159,0.7246,0,6,0.0,0.75,1,0,0,0,0.0172,0.0,0.0,0.0,0.0,NA,41.0,3.0,NA,NA,NA,3.0,0,0,0
2012-07-30,2012-07-30 20:47:17,5,HO,Home Office,112.0,102.0,3.0,6.0,96.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0536,0.8571,0,2,0.0,0.3333,0,0,0,2,0.0,0.0,0.0,0.25,0.0,NA,23.0,NA,NA,NA,30.0,0,0,0,60.0
2012-07-30,2012-07-30 20:47:17,4,BIS,"Department for Business, Innovation and Skills",111.0,90.0,3.0,4.0,86.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.036,0.7748,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,0,0,0,0
2012-07-30,2012-07-30 20:47:17,6,DECC,Department of Energy and Climate Change,51.0,24.0,1.0,5.0,19.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.098,0.3725,0,1,0.0,0.2,0,1,0,0,0.0,0.2,0.0,0.0,0.0,NA,99.0,NA,11.0,NA,NA,0,11.0,0,0
2012-07-30,2012-07-30 20:47:17,9,FCO,Foreign and Commonwealth Office,46.0,46.0,1.0,2.0,44.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0435,0.9565,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,0,0,0,0
2012-07-30,2012-07-30 20:47:17,8,HMT,Her Majesty's Treasury,41.0,35.0,1.0,0.0,35.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NA,0.0,0.8537,0,0,0.0,NA,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,0,0,0,0
2012-08-01,2012-08-01 22:26:59,11,DfT,Department for Transport,71.0,50.0,3.0,3.0,47.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804,0.75,0.75,0.0423,0.662,0,1,0.0,0.3333,0,0,1,1,0.0,0.0,0.0196,0.25,0.25,NA,8.0,NA,NA,1.0,1.0,0,0,1.0,1.0
2012-08-01,2012-08-01 22:26:59,10,Defra,"Department for Environment, Food and Rural Affairs",63.0,55.0,2.0,9.0,46.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821,0.6667,0.8182,0.1429,0.7302,0,2,0.0,0.2222,0,0,1,2,0.0,0.0,0.0179,0.1818,0.3333,NA,82.5,NA,NA,1.0,1.0,0,0,1.0,2.0
2012-08-01,2012-08-01 22:26:59,13,HMRC,Her Majesty's Revenue and Customs,23.0,16.0,0.0,1.0,15.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NA,1.0,0.0435,0.6522,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2012-08-01,2012-08-01 22:26:59,12,DfID,Department for International Development,64.0,56.0,2.0,5.0,51.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0781,0.7969,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,0,0,0,0
2012-08-01,2012-08-01 22:26:59,15,DfE,Department for Education,76.0,54.0,2.0,6.0,48.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8571,0.0789,0.6316,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.1429,0.0,NA,NA,NA,NA,NA,32.0,0,0,0,32.0
2012-08-01,2012-08-01 22:26:59,14,MoJ,Ministry of Justice,136.0,93.0,17.0,9.0,84.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9789,0.8947,0.8182,0.0662,0.6176,1,0,0.0108,0.0,3,3,2,2,0.0323,0.3333,0.0211,0.1818,0.1053,17.0,NA,5.666666666666667,9.333333333333334,16.5,16.5,17.0,28.0,33.0,33.0
2012-08-01,2012-08-01 22:26:59,17,DCMS,"Department for Culture, Media and Sport",66.0,53.0,3.0,5.0,48.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.75,0.7143,0.0758,0.7273,0,0,0.0,0.0,0,0,1,2,0.0,0.0,0.0185,0.2857,0.25,NA,NA,NA,NA,1.0,1.0,0,0,1.0,2.0
2012-08-01,2012-08-01 22:26:59,16,DWP,Department for Work and Pensions,77.0,55.0,6.0,6.0,49.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9322,0.6,0.6,0.0779,0.6364,1,1,0.0182,0.1667,0,0,4,4,0.0,0.0,0.0678,0.4,0.4,9.0,9.0,NA,NA,8.75,8.75,0,0,35.0,35.0
2012-08-01,2012-08-01 22:26:59,18,MoD,Ministry of Defence,95.0,65.0,2.0,4.0,61.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0421,0.6421,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,0,0,0,0
2012-08-01,2012-08-01 22:26:59,1,CO,Cabinet Office,64.0,47.0,7.0,13.0,34.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216,0.6364,0.8125,0.2031,0.5313,1,6,0.0213,0.4615,1,1,4,3,0.0213,0.0769,0.0784,0.1875,0.3636,1.0,20.333333333333332,12.0,12.0,1.0,1.0,12.0,12.0,4.0,3.0
2012-08-01,2012-08-01 22:26:59,3,DH,Department of Health,88.0,61.0,10.0,6.0,55.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839,0.9091,0.75,0.0682,0.625,1,0,0.0164,0.0,2,2,1,2,0.0328,0.3333,0.0161,0.25,0.0909,1.0,NA,11.0,11.0,32.0,32.0,22.0,22.0,32.0,64.0
2012-08-01,2012-08-01 22:26:59,2,DCLG,Department for Communities and Local Government,69.0,59.0,3.0,15.0,44.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833,0.75,0.9375,0.2174,0.6377,0,7,0.0,0.4667,1,0,1,1,0.0169,0.0,0.0167,0.0625,0.25,NA,42.42857142857143,3.0,NA,1.0,1.0,3.0,0,1.0,1.0
2012-08-01,2012-08-01 22:26:59,5,HO,Home Office,112.0,104.0,5.0,15.0,89.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1339,0.7946,0,2,0.0,0.1333,0,2,0,0,0.0,0.1333,0.0,0.0,0.0,NA,23.0,NA,27.5,NA,NA,0,55.0,0,0
2012-08-01,2012-08-01 22:26:59,4,BIS,"Department for Business, Innovation and Skills",111.0,95.0,8.0,12.0,83.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9896,0.8889,0.8571,0.1081,0.7477,0,2,0.0,0.1667,0,0,1,2,0.0,0.0,0.0104,0.1429,0.1111,NA,23.0,NA,NA,1.0,1.0,0,0,1.0,2.0
2012-08-01,2012-08-01 22:26:59,6,DECC,Department of Energy and Climate Change,51.0,28.0,5.0,7.0,21.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7778,0.1373,0.4118,0,1,0.0,0.1429,0,1,0,2,0.0,0.1429,0.0,0.2222,0.0,NA,99.0,NA,11.0,NA,1.0,0,11.0,0,2.0
2012-08-01,2012-08-01 22:26:59,9,FCO,Foreign and Commonwealth Office,46.0,46.0,1.0,2.0,44.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6667,0.0435,0.9565,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.3333,0.0,NA,NA,NA,NA,NA,1.0,0,0,0,1.0
2012-08-01,2012-08-01 22:26:59,8,HMT,Her Majesty's Treasury,41.0,37.0,3.0,1.0,36.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0244,0.878,1,1,0.027,1.0,0,0,0,1,0.0,0.0,0.0,0.5,0.0,17.0,17.0,NA,NA,NA,1.0,0,0,0,1.0
